起始城市	到达城市	公司			航班号	起飞时间戳		到达时间戳		价格	最大折扣	满载	当前人数		
北京	厦门	中国南方航空(集团)公司	CZ377	201711291615	201711291900	1951	0.35	210	207	
北京	厦门	中国国际航空公司		CA1809	201711060815	201711061045	2994	0.2	190	185	
北京	厦门	中国国际航空公司		CA957	201711121355	201711121635	3868	0.23	280	273	
北京	厦门	中国国际航空公司		CA1815	201711151545	201711151835	1998	0.3	240	237	
北京	厦门	中国国际航空公司		CA1801	201711252005	201711252245	3084	0.1	150	143	
北京	汕头	中国南方航空(集团)公司	CZ3862	201711071710	201711072000	2842	0.1	160	154	
北京	汕头	中国国际航空公司		CA1347	201711081205	201711081450	2874	0.3	120	113	
北京	上海	中国国际航空公司		CA1557	201712251130	201712251340	2515	0.5	170	163	
北京	上海	中国南方航空(集团)公司	CZ5106	201711271000	201711271200	3345	0.14	160	157	
北京	上海	中国国际航空公司		CA1501	201712140830	201712141040	3024	0.4	160	156	
北京	上海	中国国际航空公司		CA3110	201712230830	201712231035	2000	0	210	201	
北京	上海	中国国际航空公司		CA1831	201712210730	201712210940	2629	0.03	160	154	
北京	上海	中国南方航空(集团)公司	CZ3907	201712030855	201712031050	3329	0.1	100	92	
北京	上海	中国南方航空(集团)公司	CZ5108	201712221100	201712221305	1899	0.5	200	195	
北京	上海	中国南方航空(集团)公司	CZ5102	201712180800	201712181000	2254	0	130	124	
北京	上海	中国南方航空(集团)公司	CZ5104	201711040900	201711041110	1862	0.4	150	145	
北京	上海	中国国际航空公司		CA3106	201712161830	201712162035	1737	0.5	150	142	
北京	上海	中国国际航空公司		CA1517	201712301330	201712301540	2790	0.2	130	127	
北京	上海	中国南方航空(集团)公司	CZ5118	201711241600	201711241805	2901	0.4	280	273	
北京	上海	中国南方航空(集团)公司	CZ5122	201712111800	201712112005	2320	0.2	210	203	
北京	上海	中国国际航空公司		CA3102	201712131630	201712131835	2026	0.5	280	274	
北京	上海	中国南方航空(集团)公司	CZ5114	201712131400	201712131605	2779	0.1	150	140	
北京	上海	中国国际航空公司		CA3104	201711171430	201711171635	2616	0.1	230	220	
北京	上海	中国南方航空(集团)公司	CZ5124	201711011900	201711012105	2285	0.1	120	117	
北京	上海	中国南方航空(集团)公司	CZ5116	201711191500	201711191655	2173	0.3	230	227	
北京	上海	中国南方航空(集团)公司	CZ5110	201712041200	201712041405	2458	0.2	190	185	
北京	上海	中国国际航空公司		CA3112	201711251950	201711252215	3354	0.2	150	143	
北京	上海	中国南方航空(集团)公司	CZ5138	201712282015	201712282220	2360	0	290	283	
北京	上海	中国国际航空公司		CA1589	201712102030	201712102240	2393	0.1	130	125	
北京	上海	中国南方航空(集团)公司	CZ5120	201711271700	201711271905	2172	0.2	170	165	
北京	上海	中国国际航空公司		CA1855	201711121730	201711121940	3805	0.2	300	293	
北京	上海	中国南方航空(集团)公司	CZ5128	201711112100	201711112305	3633	0.2	190	182	
北京	上海	中国国际航空公司		CA3108	201712101130	201712101335	2130	0.2	210	200	
北京	上海	中国南方航空(集团)公司	CZ5112	201712051300	201712051510	2055	0.2	150	140	
北京	上海	中国南方航空(集团)公司	CZ5126	201712162000	201712162200	2321	0.4	210	206	
北京	上海	中国国际航空公司		CA3116	201711022130	201711022335	2639	0.07	100	91	
北京	上海	中国国际航空公司		CA1515	201712191530	201712191740	2370	0.4	260	255	
北京	上海	中国南方航空(集团)公司	CZ5130	201711081900	201711082115	2629	0.32	110	102	
北京	上海	中国国际航空公司		CA934	201711051420	201711051630	2082	0.22	300	294	
北京	上海	中国国际航空公司		CA155	201712150730	201712150935	3502	0.5	300	295	
北京	上海	中国国际航空公司		CA175	201712061535	201712061745	2198	0.1	230	226	
北京	上海	中国国际航空公司		CA1883	201712270755	201712271005	2749	0.3	150	140	
北京	上海	中国国际航空公司		CA177	201712011505	201712011715	2943	0.22	290	283	
北京	上海	中国国际航空公司		CA1986	201711262000	201711262210	2439	0.1	170	165	
北京	上海	中国国际航空公司		CA986	201711112010	201711112220	2920	0.1	100	93	
北京	深圳	中国南方航空(集团)公司	CZ3152	201712241300	201712241615	1750	0.4	210	202	
北京	深圳	中国国际航空公司		CA1337	201711100830	201711101130	1881	0	220	211	
北京	深圳	中国国际航空公司		CA1357	201712201530	201712201830	2650	0.4	150	147	
北京	深圳	中国南方航空(集团)公司	CZ3192	201711181100	201711181415	2151	0.2	100	97	
北京	深圳	中国国际航空公司		CA1313	201712151130	201712151430	1873	0.13	100	92	
北京	深圳	中国南方航空(集团)公司	CZ3160	201712011555	201712011855	2030	0.1	100	93	
北京	深圳	中国国际航空公司		CA1305	201711091730	201711092030	3035	0.3	100	92	
北京	深圳	中国南方航空(集团)公司	CZ3154	201712291800	201712292105	1868	0.2	140	134	
北京	深圳	中国南方航空(集团)公司	CZ3190	201711072000	201711072305	3421	0.3	270	263	
北京	深圳	中国国际航空公司		CA1307	201712262030	201712262330	3108	0.11	140	134	
北京	深圳	中国南方航空(集团)公司	CZ3156	201712140900	201712141145	3579	0.4	170	166	
北京	深圳	中国国际航空公司		CA1367	201711060930	201711061230	1518	0.2	150	140	
北京	深圳	中国国际航空公司		CA1383	201711040750	201711041105	3442	0.1	220	214	
北京	深圳	中国国际航空公司		CA1397	201711191430	201711191730	1920	0.2	240	235	
北京	沈阳	中国南方航空(集团)公司	CZ6106	201712081800	201712081910	2256	0.3	210	203	
北京	沈阳	中国国际航空公司		CA1651	201712020850	201712021000	2089	0.4	210	202	
北京	沈阳	中国国际航空公司		CA1635	201711241625	201711241730	1806	0.1	280	272	
北京	沈阳	中国国际航空公司		CA1601	201711230735	201711230845	2986	0.2	210	206	
北京	沈阳	中国南方航空(集团)公司	CZ6108	201711171700	201711171810	3243	0.4	180	176	
北京	沈阳	中国南方航空(集团)公司	CZ6116	201711050750	201711050900	1788	0.4	230	224	
北京	沈阳	中国南方航空(集团)公司	CZ6102	201711131030	201711131140	1963	0.1	210	201	
北京	沈阳	中国国际航空公司		CA932	201711071350	201711071500	2845	0.1	150	143	
北京	沈阳	中国国际航空公司		CA1655	201711201450	201711201610	1937	0.11	180	176	
北京	沈阳	中国南方航空(集团)公司	CZ6104	201711041255	201711041410	3411	0.2	280	276	
北京	沈阳	中国南方航空(集团)公司	CZ6112	201712161500	201712161610	1111	0.1	280	273	
北京	沈阳	中国国际航空公司		CA1645	201712161140	201712161255	1497	0.4	120	112	
北京	沈阳	中国国际航空公司		CA1625	201712221805	201712221915	3372	0.4	270	266	
北京	沈阳	中国南方航空(集团)公司	CZ6110	201711282130	201711282240	1915	0.4	250	246	
北京	沈阳	中国国际航空公司		CA1653	201712252120	201712252230	3316	0.02	200	195	
北京	太原	中国国际航空公司		CA1145	201712130740	201712130835	2775	0.31	230	227	
北京	通辽	中国国际航空公司		CA1123	201712100905	201712101010	2158	0.1	230	220	
北京	万州	四川航空股份有限公司		3U8838	201712261900	201712262110	2152	0.3	220	210	
北京	威海	中国国际航空公司		CA1597	201711141150	201711141305	1817	0.4	210	201	
北京	威海	中国国际航空公司		CA1827	201711140750	201711140900	2444	0.3	210	204	
北京	威海	中国国际航空公司		CA1587	201712201705	201712201820	2764	0.1	230	226	
北京	温州	中国国际航空公司		CA1567	201711110755	201711111025	3240	0.3	270	262	
北京	温州	中国国际航空公司		CA1539	201712221655	201712221920	2212	0.29	140	133	
北京	温州	中国国际航空公司		CA1813	201711130950	201711131220	2201	0	190	186	
北京	温州	中国国际航空公司		CA1811	201711101505	201711101730	1483	0.2	170	164	
北京	温州	中国国际航空公司		CA1952	201711152000	201711152225	2840	0.5	200	191	
北京	乌鲁木齐	中国南方航空(集团)公司	CZ6910	201712041910	201712042305	2039	0.5	140	137	
北京	乌鲁木齐	中国国际航空公司		CA1297	201711141405	201711141755	2652	0.2	260	255	
北京	乌鲁木齐	中国南方航空(集团)公司	CZ6025	201712301420	201712301820	1723	0.2	290	281	
北京	乌鲁木齐	中国国际航空公司		CA1295	201711011925	201711012330	1572	0.42	200	195	
北京	乌鲁木齐	中国南方航空(集团)公司	CZ6908	201711071420	201711071820	1571	0.2	200	192	
北京	乌鲁木齐	中国南方航空(集团)公司	CZ6902	201712271520	201712271910	3085	0.3	180	174	
北京	乌鲁木齐	中国南方航空(集团)公司	CZ6904	201711200850	201711201245	3094	0.4	200	195	
北京	乌鲁木齐	中国国际航空公司		CA1901	201712230955	201712231405	1511	0	210	207	
北京	无锡	中国国际航空公司		CA1897	201711081645	201711081830	2814	0	100	90	
北京	无锡	上海航空公司		FM2251	201712291145	201712291320	1372	0.3	110	104	
北京	无锡	中国国际航空公司		CA1889	201711150810	201711151015	1929	0.05	260	256	
北京	武汉	中国南方航空(集团)公司	CZ3140	201712191905	201712192115	3471	0.4	300	292	
北京	武汉	中国国际航空公司		CA1365	201711201655	201711201850	2976	0.1	190	185	
北京	武汉	中国国际航空公司		CA1475	201711061050	201711061300	2782	0.4	290	280	
北京	武汉	中国南方航空(集团)公司	CZ3118	201711271030	201711271230	3405	0.1	300	291	
北京	武汉	中国国际航空公司		CA1341	201711202040	201711202245	1974	0.5	190	184	
北京	武汉	中国南方航空(集团)公司	CZ3138	201712271615	201712271810	3443	0.4	300	294	
北京	武汉	中国国际航空公司		CA1333	201711250740	201711250940	2947	0.15	190	184	
北京	武汉	中国南方航空(集团)公司	CZ6366	201711020725	201711020950	3109	0.3	180	171	
北京	武汉	中国国际航空公司		CA8206	201711281550	201711281750	3272	0.1	160	154	
北京	西安	中国国际航空公司		CA1203	201711260730	201711260920	2268	0.4	210	207	
北京	西安	中国国际航空公司		CA1201	201712131430	201712131620	1458	0.4	250	240	
北京	西安	中国南方航空(集团)公司	CZ5014	201711020800	201711020950	3516	0.2	300	293	
北京	西安	中国国际航空公司		CA1209	201711271030	201711271225	3532	0.2	150	140	
北京	西安	中国南方航空(集团)公司	CZ5034	201712131740	201712131930	2720	0.3	250	243	
北京	西安	中国南方航空(集团)公司	CZ5020	201712141825	201712142025	3237	0.3	300	292	
北京	西安	中国南方航空(集团)公司	CZ5036	201711091245	201711091440	1794	0.07	220	213	
北京	西安	中国南方航空(集团)公司	CZ5018	201712201410	201712201600	3473	0.2	280	273	
北京	西安	中国国际航空公司		CA1225	201712231530	201712231725	2534	0.1	140	133	
北京	西安	中国国际航空公司		CA1211	201712051830	201712052020	1953	0.1	290	285	
北京	西安	中国国际航空公司		CA1205	201712222030	201712222225	1969	0.12	300	290	
北京	西安	中国南方航空(集团)公司	CZ5024	201711111040	201711111235	1783	0	180	172	
北京	西安	中国国际航空公司		CA1235	201711131630	201711131820	3033	0.2	270	266	
北京	西安	中国南方航空(集团)公司	CZ5022	201711281700	201711281840	2984	0.3	260	250	
北京	西安	中国国际航空公司		CA1223	201711071230	201711071425	1435	0.2	160	154	
北京	西安	中国国际航空公司		CA1231	201711010830	201711011025	2454	0.1	120	111	
北京	西宁	中国国际航空公司		CA1207	201712260745	201712261020	2720	0.5	270	266	
北京	西宁	中国南方航空(集团)公司	CZ6994	201711131130	201711131400	1643	0.32	160	153	
北京	西宁	中国南方航空(集团)公司	CZ6992	201711211820	201711212035	2171	0.5	280	273	
北京	锡林浩特	中国国际航空公司		CA1109	201711190810	201711190910	3383	0	130	120	
北京	襄樊	中国国际航空公司		CA1385	201712201630	201712201820	1926	0.4	180	173	
北京	徐州	中国国际航空公司		CA1849	201712101820	201712101930	3072	0.1	260	257	
北京	烟台	中国国际航空公司		CA1585	201712230805	201712230910	1562	0.5	220	217	
北京	烟台	中国国际航空公司		CA4858	201712281340	201712281500	3121	0.2	250	247	
北京	烟台	中国国际航空公司		CA1593	201711091820	201711091920	1823	0.3	160	150	
北京	烟台	中国国际航空公司		CA4852	201712012205	201712012315	1699	0.3	290	284	
北京	烟台	中国国际航空公司		CA1545	201711091215	201711091325	3386	0.2	110	100	
北京	烟台	中国国际航空公司		CA4856	201711240940	201711241050	3257	0.2	230	227	
北京	延吉	中国南方航空(集团)公司	CZ6152	201711271035	201711271255	2355	0.3	210	203	
北京	延吉	中国南方航空(集团)公司	CZ6394	201712092040	201712092355	3216	0.4	170	164	
北京	延吉	中国国际航空公司		CA1613	201712242005	201712242150	3052	0.14	150	142	
北京	盐城	中国国际航空公司		CA1591	201711051150	201711051315	3925	0.12	160	157	
北京	伊春	中国南方航空(集团)公司	CZ6267	201711190745	201711191130	3688	0.4	280	273	
北京	宜昌	中国国际航空公司		CA1823	201712031335	201712031535	2262	0.4	170	165	
北京	义乌	中国南方航空(集团)公司	CZ3726	201711132050	201711132250	1870	0.4	170	167	
北京	银川	中国南方航空(集团)公司	CZ6117	201711171915	201711172110	3277	0	210	204	
北京	银川	中国国际航空公司		CA1219	201711291335	201711291520	2455	0.13	100	96	
北京	银川	中国国际航空公司		CA1217	201711170745	201711170940	2136	0.2	220	216	
北京	银川	中国国际航空公司		CA1229	201711211630	201711211820	3010	0.2	200	196	
北京	榆林	上海航空公司		FM2915	201712060745	201712060910	2402	0.2	230	222	
北京	湛江	中国南方航空(集团)公司	CZ3142	201711081705	201711082145	2123	0.2	250	244	
北京	张家界	中国南方航空(集团)公司	CZ3718	201711211335	201711211605	3342	0.1	100	94	
北京	张家界	中国国际航空公司		CA1359	201712081835	201712082055	3606	0.2	190	184	
北京	长春	中国南方航空(集团)公司	CZ6142	201712202100	201712202230	2078	0.2	220	217	
北京	长春	中国国际航空公司		CA1647	201710311905	201710312040	1502	0.4	170	161	
北京	长春	中国南方航空(集团)公司	CZ6146	201712141125	201712141300	2073	0.4	280	273	
北京	长春	中国国际航空公司		CA1629	201711091535	201711091710	3194	0.3	130	126	
北京	长春	中国南方航空(集团)公司	CZ6144	201711051040	201711051225	2088	0.11	210	201	
北京	长春	中国国际航空公司		CA1663	201711111155	201711111345	3118	0.1	270	264	
北京	长春	中国南方航空(集团)公司	CZ6150	201711171900	201711172035	2732	0.4	220	211	
北京	长春	中国国际航空公司		CA1661	201712152025	201712152205	1348	0.4	120	114	
北京	长春	中国国际航空公司		CA1609	201712200730	201712200915	2554	0.2	150	144	
北京	长春	中国南方航空(集团)公司	CZ6180	201711030745	201711030940	1935	0.4	290	285	
北京	长春	中国国际航空公司		CA1649	201711210915	201711211105	2971	0.2	300	290	
北京	长沙	中国南方航空(集团)公司	CZ3128	201712051450	201712051715	3499	0.3	160	155	
北京	长沙	中国南方航空(集团)公司	CZ3754	201712090750	201712091005	2994	0.2	260	256	
北京	长沙	中国国际航空公司		CA1343	201712040810	201712041035	3022	0.4	180	172	
北京	长沙	中国国际航空公司		CA1363	201711091700	201711091915	3273	0.2	110	104	
北京	长沙	中国南方航空(集团)公司	CZ3148	201712071955	201712072220	1308	0.5	300	292	
北京	长沙	中国南方航空(集团)公司	CZ3142	201711261705	201711261925	1811	0.5	130	123	
北京	长沙	上海航空公司		FM2257	201711301055	201711301245	2400	0.1	170	167	
北京	长沙	中国国际航空公司		CA1349	201711071125	201711071335	3016	0.4	200	194	
